ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_result,variant,selected_variant,pair_score,oos_source_period
QQQ,20240103,202401,11:55,715,front_weekly,PUT,0.0579899517100114,-0.051505763699002,0.0579899517100114,0.0666666408218346,-0.1354838528214191,-0.1354838528214191,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240103,202401,12:25,745,front_weekly,PUT,0.0369696094998864,-0.0340756313514968,0.0369696094998864,0.1025210341292,0.0220994700740999,0.0220994700740999,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240103,202401,13:20,800,front_weekly,PUT,0.076869552793698,-0.1167241448101183,0.076869552793698,-0.171280279314379,0.1768292422902604,0.1768292422902604,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240103,202401,13:50,830,front_weekly,PUT,0.0302039397907602,-0.0384969149312689,0.0302039397907602,-0.05306119334941,0.1582150021963042,0.1582150021963042,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240103,202401,14:20,860,front_weekly,PUT,0.0386687626482486,-0.0668940937635501,0.0386687626482486,-0.0144434664173555,0.1108949779119559,0.1108949779119559,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240103,202401,15:05,905,front_weekly,PUT,0.0336745110036434,-0.0684065283123623,0.0336745110036434,-0.0333333015441894,0.1535353501297214,0.1535353501297214,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,10:30,630,zero_dte,PUT,0.2419838673658632,-0.2867398724291721,0.2419838673658632,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,11:00,660,zero_dte,PUT,0.1140503036272521,-0.2400758152661901,0.1140503036272521,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,11:30,690,front_weekly,PUT,0.0982939831075364,-0.1314566694136379,0.0982939831075364,-0.3,0.3701527066755632,0.3701527066755632,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,12:00,720,zero_dte,PUT,0.1190988351895549,-0.2907062984696519,0.1190988351895549,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,12:30,750,zero_dte,PUT,0.2844767805463986,-0.2948485548887027,0.2844767805463986,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,13:00,780,zero_dte,PUT,0.286048568674951,-0.2976885225042184,0.286048568674951,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,13:30,810,zero_dte,PUT,0.2974066078207906,-0.3064783526905352,0.2974066078207906,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240104,202401,14:00,840,front_weekly,PUT,0.0521230480468039,-0.0994039886476708,0.0521230480468039,-0.3,0.3279132843858059,0.3279132843858059,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240105,202401,10:35,635,zero_dte,PUT,0.3999617151788512,-0.2810043910909678,0.3999617151788512,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240105,202401,11:05,665,zero_dte,PUT,0.2209056873806133,-0.2729317352222407,0.2209056873806133,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240108,202401,10:30,630,zero_dte,PUT,0.2789004790443026,-0.2570096038712806,0.2789004790443026,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240108,202401,11:05,665,zero_dte,PUT,0.3548328810555755,-0.2432357413827436,0.3548328810555755,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240108,202401,11:35,695,zero_dte,PUT,0.0600946434247005,-0.0890232006194646,0.0600946434247005,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240108,202401,12:05,725,zero_dte,PUT,0.032862331269854,-0.1288518642376201,0.032862331269854,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240108,202401,12:35,755,zero_dte,PUT,0.0497668019101477,-0.1122128562838958,0.0497668019101477,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240109,202401,10:30,630,zero_dte,PUT,0.1931883936672707,-0.1660330638689585,0.1931883936672707,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240109,202401,11:00,660,zero_dte,PUT,0.2342312843403765,-0.1389011863483703,0.2342312843403765,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240109,202401,11:30,690,zero_dte,PUT,0.227018746357641,-0.3005074420389739,0.227018746357641,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240109,202401,12:05,725,zero_dte,PUT,0.3632160164511945,-0.2991310392868151,0.3632160164511945,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240109,202401,12:35,755,zero_dte,PUT,0.2179097218170921,-0.2845533715807895,0.2179097218170921,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240109,202401,13:25,805,zero_dte,PUT,0.2428521172175109,-0.263820461152015,0.2428521172175109,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240110,202401,10:30,630,zero_dte,PUT,0.1904769620816452,-0.3102257416487656,0.1904769620816452,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240110,202401,11:00,660,zero_dte,PUT,0.0530655924148687,-0.3222342772785372,0.0530655924148687,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240110,202401,11:30,690,zero_dte,PUT,0.2025870939438658,-0.3038638358605074,0.2025870939438658,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240110,202401,12:05,725,zero_dte,PUT,0.2025791740292113,-0.2428433777332253,0.2025791740292113,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240110,202401,12:35,755,front_weekly,PUT,0.0314754036068847,-0.0404502070283779,0.0314754036068847,0.1676113512264001,-0.2960662217239509,-0.2960662217239509,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240110,202401,13:05,785,front_weekly,PUT,0.0388766771840639,-0.0491770115786585,0.0388766771840639,0.0368589391511848,-0.0020161751622832,-0.0020161751622832,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240111,202401,10:55,655,front_weekly,PUT,0.1237395873867209,-0.1938486369824066,0.1237395873867209,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240111,202401,11:25,685,front_weekly,PUT,0.1072363308539814,-0.2555035984262491,0.1072363308539814,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240111,202401,11:55,715,front_weekly,PUT,0.1517972477370751,-0.221006945524615,0.1517972477370751,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240111,202401,12:25,745,front_weekly,PUT,0.115726341237348,-0.240668852434339,0.115726341237348,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240111,202401,12:55,775,front_weekly,PUT,0.1359138808476983,-0.1501621575629179,0.1359138808476983,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240112,202401,13:25,805,zero_dte,PUT,0.0290843966000717,-0.3115491620293117,0.0290843966000717,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240116,202401,10:30,630,zero_dte,PUT,0.0515703341793595,-0.2614201668708549,0.0515703341793595,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240116,202401,11:05,665,front_weekly,PUT,0.0610692001887578,-0.0096484654088588,0.0610692001887578,-0.17678814656198,0.195383335795485,0.195383335795485,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240116,202401,11:35,695,front_weekly,PUT,0.0781892045042292,-0.0629086789122837,0.0781892045042292,-0.3,0.3556700957021199,0.3556700957021199,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240116,202401,14:15,855,front_weekly,PUT,0.0892526917385241,-0.0301822815163125,0.0892526917385241,0.1267605683587964,0.0188679476764861,0.0188679476764861,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240117,202401,11:05,665,front_weekly,PUT,0.0329752417765039,-0.0645733114325848,0.0329752417765039,-0.145645617479791,0.1508078858593939,0.1508078858593939,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240117,202401,11:35,695,front_weekly,PUT,0.1075860290188982,-0.0815879915418818,0.1075860290188982,-0.1079812318681547,0.2693069124628473,0.2693069124628473,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240117,202401,12:15,735,front_weekly,PUT,0.0663116170771339,-0.087856443388376,0.0663116170771339,-0.0671031248559879,-0.0545454263376012,-0.0545454263376012,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240117,202401,13:00,780,zero_dte,PUT,0.20781630939359,-0.2795094990350357,0.20781630939359,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240117,202401,15:00,900,front_weekly,PUT,0.042933149669433,-0.0609087126479081,0.042933149669433,0.1582381357394344,-0.2040200775763752,-0.2040200775763752,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240117,202401,15:30,930,front_weekly,PUT,0.0300707636990714,-0.0438092772343842,0.0300707636990714,0.2402428900186854,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,10:30,630,front_weekly,PUT,0.051360437425297,-0.0176953249588662,0.051360437425297,-0.3,0.4249999523162842,0.4249999523162842,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,11:00,660,front_weekly,PUT,0.0778285436869853,-0.0583565387719026,0.0778285436869853,-0.3,0.4731935263075175,0.4731935263075175,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,11:30,690,front_weekly,PUT,0.0858885090105007,-0.0258975205673576,0.0858885090105007,-0.3,0.5,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,12:00,720,zero_dte,CALL,0.1288617327188938,0.1288617327188938,-0.1423789383573193,-0.3,0.5,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,12:30,750,front_weekly,PUT,0.0845936078449611,-0.1105911883992963,0.0845936078449611,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,13:00,780,front_weekly,PUT,0.1326985078276163,-0.1384837969933528,0.1326985078276163,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240118,202401,13:30,810,front_weekly,PUT,0.1330992314497143,-0.1558607547491984,0.1330992314497143,0.5,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240119,202401,11:25,685,front_weekly,PUT,0.0313169258821425,0.0083622719164959,0.0313169258821425,0.3690337625126731,-0.2255017585270674,-0.2255017585270674,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240119,202401,11:55,715,front_weekly,PUT,0.0368063169967803,-0.0036877549116821,0.0368063169967803,0.3875756104105585,-0.2385374211184568,-0.2385374211184568,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240119,202401,12:40,760,zero_dte,CALL,0.0481966113016839,0.0481966113016839,-0.1881307762717902,0.5,-0.3,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240122,202401,11:00,660,front_weekly,PUT,0.0476667920888575,-0.0188019105078983,0.0476667920888575,0.0288350631833977,-0.054520388210598,-0.054520388210598,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240122,202401,13:10,790,front_weekly,PUT,0.02946020317431,-0.0285743285509878,0.02946020317431,-0.0205561789418217,-0.0541515904929342,-0.0541515904929342,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240122,202401,13:40,820,front_weekly,PUT,0.0413024255124834,-0.0296792094020689,0.0413024255124834,-0.0310558711878609,-0.0444930455857017,-0.0444930455857017,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,10:30,630,zero_dte,CALL,0.3328150311923185,0.3328150311923185,-0.1097568082227606,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,11:00,660,zero_dte,CALL,0.1773977784918528,0.1773977784918528,-0.1127406083586964,0.1706484602757632,-0.3,0.1706484602757632,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,11:30,690,zero_dte,CALL,0.197551392926361,0.197551392926361,-0.2461039974705137,0.2540322061197819,-0.3,0.2540322061197819,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,12:00,720,zero_dte,CALL,0.3374644769517597,0.3374644769517597,-0.111926187675046,0.2237442907461151,-0.3,0.2237442907461151,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,12:30,750,zero_dte,CALL,0.2244061254302958,0.2244061254302958,-0.1163268667021397,0.5,-0.3,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,13:00,780,zero_dte,CALL,0.4424738971281204,0.4424738971281204,0.0344070796747299,-0.3,-0.3,-0.3,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,13:30,810,zero_dte,CALL,0.3989074775093018,0.3989074775093018,0.0353583044525108,0.5,-0.3,0.5,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240123,202401,14:00,840,front_weekly,CALL,0.0384853753297903,0.0384853753297903,-0.0362479489159409,0.1095785333095242,-0.1576354373166423,0.1095785333095242,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240124,202401,10:30,630,front_weekly,PUT,0.0298387009984757,-0.0086024972038733,0.0298387009984757,0.1462584421665469,-0.1149635241328764,-0.1149635241328764,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240124,202401,11:10,670,front_weekly,PUT,0.0342519992366328,0.0057394803260495,0.0342519992366328,-0.0974187863124307,-0.0046253204590535,-0.0046253204590535,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
QQQ,20240124,202401,11:50,710,front_weekly,PUT,0.0295780204858057,0.0200063698832036,0.0295780204858057,-0.1478117604422119,0.3057198543229613,0.3057198543229613,thr0.028_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,d80,d80,3.679258435289068,2024validate
