block,ticker,trade_date,month,sensor_ticker,signal_pressure,base_side,underlying_return_bps,base_gross_bps,direct_win,direct_probability,orientation,side,gross_bps,net_bps_1bp,net_bps_2bp,net_bps_3bp,net_bps
DEV_A,QQQ,20240206,202402,QQQ,-0.0008500000000000174,-1,-21.309237769948098,21.309237769948098,1,0.6644735416244122,1,-1,21.309237769948098,20.309237769948098,19.309237769948098,18.309237769948098,20.309237769948098
DEV_A,QQQ,20240207,202402,QQQ,0.0007000000000000062,1,0.2314252323041289,0.2314252323041289,1,0.5660000207766088,1,1,0.2314252323041289,-0.7685747676958711,-1.7685747676958712,-2.768574767695871,-0.7685747676958711
DEV_A,QQQ,20240208,202402,QQQ,0.0049500000000000655,1,14.782651557896838,14.782651557896838,1,0.38358481351288365,-1,-1,-14.782651557896838,-15.782651557896838,-16.782651557896838,-17.782651557896838,-15.782651557896838
DEV_A,QQQ,20240209,202402,QQQ,-0.0010000000000000009,-1,28.411713732308154,-28.411713732308154,0,0.49950112505835503,-1,1,28.411713732308154,27.411713732308154,26.411713732308154,25.411713732308154,27.411713732308154
DEV_A,QQQ,20240212,202402,QQQ,0.00019999999999997797,1,-4.1180508474896,-4.1180508474896,0,0.5247831588147406,1,1,-4.1180508474896,-5.1180508474896,-6.1180508474896,-7.1180508474896,-5.1180508474896
DEV_A,QQQ,20240213,202402,QQQ,0.00550000000000006,1,-37.96750539999268,-37.96750539999268,0,0.6423820066773401,1,1,-37.96750539999268,-38.96750539999268,-39.96750539999268,-40.96750539999268,-38.96750539999268
DEV_A,QQQ,20240214,202402,QQQ,-0.0023999999999999855,-1,-16.90969930729491,16.90969930729491,1,0.46489556632221724,-1,1,-16.90969930729491,-17.90969930729491,-18.90969930729491,-19.90969930729491,-17.90969930729491
DEV_A,QQQ,20240215,202402,QQQ,-0.002349999999999991,-1,53.99182474563067,-53.99182474563067,0,0.5011911197986983,1,-1,-53.99182474563067,-54.99182474563067,-55.99182474563067,-56.99182474563067,-54.99182474563067
DEV_A,QQQ,20240216,202402,QQQ,0.0008499999999999619,1,47.00660494704759,47.00660494704759,1,0.4695487338167731,-1,-1,-47.00660494704759,-48.00660494704759,-49.00660494704759,-50.00660494704759,-48.00660494704759
DEV_A,QQQ,20240220,202402,QQQ,0.002950000000000008,1,-17.190834220998156,-17.190834220998156,0,0.6150380498932051,1,1,-17.190834220998156,-18.190834220998156,-19.190834220998156,-20.190834220998156,-18.190834220998156
DEV_A,QQQ,20240221,202402,QQQ,0.005250000000000032,1,-5.426768256817053,-5.426768256817053,0,0.5467578548577161,1,1,-5.426768256817053,-6.426768256817053,-7.426768256817053,-8.426768256817052,-6.426768256817053
DEV_A,QQQ,20240222,202402,QQQ,-0.006699999999999928,-1,39.13720164104247,-39.13720164104247,0,0.41796750197826676,-1,1,39.13720164104247,38.13720164104247,37.13720164104247,36.13720164104247,38.13720164104247
DEV_A,QQQ,20240223,202402,QQQ,-0.00129999999999994,-1,-2.281282090422435,2.281282090422435,1,0.5487952600736085,1,-1,2.281282090422435,1.281282090422435,0.2812820904224349,-0.7187179095775651,1.281282090422435
DEV_A,QQQ,20240226,202402,QQQ,0.004250000000000004,1,-24.91800070845397,-24.91800070845397,0,0.6279310599992793,1,1,-24.91800070845397,-25.91800070845397,-26.91800070845397,-27.91800070845397,-25.91800070845397
DEV_A,QQQ,20240227,202402,QQQ,-0.0007000000000000062,-1,-32.523333219371985,32.523333219371985,1,0.4834853291241181,-1,1,-32.523333219371985,-33.523333219371985,-34.523333219371985,-35.523333219371985,-33.523333219371985
DEV_A,QQQ,20240228,202402,QQQ,-0.003699999999999981,-1,13.082848418042884,-13.082848418042884,0,0.43408545839938867,-1,1,13.082848418042884,12.082848418042884,11.082848418042884,10.082848418042884,12.082848418042884
DEV_A,QQQ,20240229,202402,QQQ,0.0020999999999999908,1,10.724351006748572,10.724351006748572,1,0.5048620327389266,1,1,10.724351006748572,9.724351006748572,8.724351006748572,7.724351006748572,9.724351006748572
DEV_A,QQQ,20240301,202403,QQQ,0.0067000000000000115,1,83.90143493779382,83.90143493779382,1,0.3696025612482432,-1,-1,-83.90143493779382,-84.90143493779382,-85.90143493779382,-86.90143493779382,-84.90143493779382
DEV_A,QQQ,20240304,202403,QQQ,-0.008899999999999963,-1,-10.336847283416938,10.336847283416938,1,0.3637962821998532,-1,1,-10.336847283416938,-11.336847283416938,-12.336847283416938,-13.336847283416938,-11.336847283416938
DEV_A,QQQ,20240305,202403,QQQ,0.004449999999999926,1,-9.855040045882571,-9.855040045882571,0,0.5633074194197821,1,1,-9.855040045882571,-10.855040045882571,-11.855040045882571,-12.855040045882571,-10.855040045882571
DEV_A,QQQ,20240306,202403,QQQ,0.00034999999999996145,1,20.03598038272596,20.03598038272596,1,0.6032118008231523,1,1,20.03598038272596,19.03598038272596,18.03598038272596,17.03598038272596,19.03598038272596
DEV_A,QQQ,20240307,202403,QQQ,-0.0012499999999999456,-1,56.64591315195968,-56.64591315195968,0,0.45863351453391493,-1,1,56.64591315195968,55.64591315195968,54.64591315195968,53.64591315195968,55.64591315195968
DEV_A,QQQ,20240308,202403,QQQ,0.0030000000000000304,1,-200.1127090572939,-200.1127090572939,0,0.6421036866423397,1,1,-200.1127090572939,-201.1127090572939,-202.1127090572939,-203.1127090572939,-201.1127090572939
DEV_A,QQQ,20240311,202403,QQQ,-0.0028000000000000247,-1,5.710957197399453,-5.710957197399453,0,0.597938227065319,1,-1,-5.710957197399453,-6.710957197399453,-7.710957197399453,-8.710957197399452,-6.710957197399453
DEV_A,QQQ,20240312,202403,QQQ,-0.004200000000000037,-1,0.4528165188231767,-0.4528165188231767,0,0.43275304479640075,-1,1,0.4528165188231767,-0.5471834811768232,-1.5471834811768232,-2.5471834811768232,-0.5471834811768232
DEV_A,QQQ,20240313,202403,QQQ,0.0008500000000000174,1,11.338126795704174,11.338126795704174,1,0.5954433424697367,1,1,11.338126795704174,10.338126795704174,9.338126795704174,8.338126795704174,10.338126795704174
DEV_A,QQQ,20240314,202403,QQQ,0.0018000000000000516,1,-50.96595865210296,-50.96595865210296,0,0.5740258415019256,1,1,-50.96595865210296,-51.96595865210296,-52.96595865210296,-53.96595865210296,-51.96595865210296
DEV_A,QQQ,20240315,202403,QQQ,0.005350000000000049,1,-33.590276608141224,-33.590276608141224,0,0.6508156239980775,1,1,-33.590276608141224,-34.590276608141224,-35.590276608141224,-36.590276608141224,-34.590276608141224
DEV_A,QQQ,20240318,202403,QQQ,-0.000250000000000028,-1,-45.509442097246286,45.509442097246286,1,0.38378790665052326,-1,1,-45.509442097246286,-46.509442097246286,-47.509442097246286,-48.509442097246286,-46.509442097246286
DEV_A,QQQ,20240319,202403,QQQ,-0.003899999999999876,-1,81.58259608315784,-81.58259608315784,0,0.38787461453077027,-1,1,81.58259608315784,80.58259608315784,79.58259608315784,78.58259608315784,80.58259608315784
DEV_A,QQQ,20240320,202403,QQQ,0.006949999999999984,1,-2.963604676831162,-2.963604676831162,0,0.5094718767608335,1,1,-2.963604676831162,-3.963604676831162,-4.963604676831162,-5.963604676831162,-3.963604676831162
DEV_A,QQQ,20240321,202403,QQQ,0.0022500000000000298,1,4.242255157121035,4.242255157121035,1,0.5792233551189292,1,1,4.242255157121035,3.2422551571210354,2.2422551571210354,1.2422551571210354,3.2422551571210354
DEV_A,QQQ,20240322,202403,QQQ,0.0034999999999999754,1,44.86324258673106,44.86324258673106,1,0.49916226829124266,-1,-1,-44.86324258673106,-45.86324258673106,-46.86324258673106,-47.86324258673106,-45.86324258673106
DEV_A,QQQ,20240325,202403,QQQ,-0.0022000000000000353,-1,7.63393094687323,-7.63393094687323,0,0.5349356268807215,1,-1,-7.63393094687323,-8.63393094687323,-9.63393094687323,-10.63393094687323,-8.63393094687323
DEV_A,QQQ,20240326,202403,QQQ,0.001449999999999979,1,0.6728192249414893,0.6728192249414893,1,0.45472083699800264,-1,-1,-0.6728192249414893,-1.6728192249414893,-2.672819224941489,-3.672819224941489,-1.6728192249414893
DEV_A,QQQ,20240327,202403,QQQ,-0.006649999999999934,-1,-2.0315339279595133,2.0315339279595133,1,0.5049621356646783,1,-1,2.0315339279595133,1.0315339279595133,0.031533927959513264,-0.9684660720404867,1.0315339279595133
DEV_A,QQQ,20240328,202403,QQQ,0.003950000000000037,1,-23.405510977529477,-23.405510977529477,0,0.44004658725315454,-1,-1,23.405510977529477,22.405510977529477,21.405510977529477,20.405510977529477,22.405510977529477
DEV_A,QQQ,20240401,202404,QQQ,0.00495000000000001,1,-39.13107138709332,-39.13107138709332,0,0.7032680857445908,1,1,-39.13107138709332,-40.13107138709332,-41.13107138709332,-42.13107138709332,-40.13107138709332
DEV_A,QQQ,20240402,202404,QQQ,0.00014999999999998348,1,19.570813883789267,19.570813883789267,1,0.5874133399580241,1,1,19.570813883789267,18.570813883789267,17.570813883789267,16.570813883789267,18.570813883789267
DEV_A,QQQ,20240403,202404,QQQ,-0.0032500000000000306,-1,-2.933113746872837,2.933113746872837,1,0.6731660477459784,1,-1,2.933113746872837,1.933113746872837,0.933113746872837,-0.06688625312716301,1.933113746872837
DEV_A,QQQ,20240404,202404,QQQ,0.001700000000000007,1,22.656671535568755,22.656671535568755,1,0.32712359692224957,-1,-1,-22.656671535568755,-23.656671535568755,-24.656671535568755,-25.656671535568755,-23.656671535568755
DEV_A,QQQ,20240405,202404,QQQ,-0.005400000000000016,-1,87.62825652266133,-87.62825652266133,0,0.5766179894616567,1,-1,-87.62825652266133,-88.62825652266133,-89.62825652266133,-90.62825652266133,-88.62825652266133
DEV_A,QQQ,20240408,202404,QQQ,0.00020000000000003348,1,-33.52515258884768,-33.52515258884768,0,0.5122241835309892,1,1,-33.52515258884768,-34.52515258884768,-35.52515258884768,-36.52515258884768,-34.52515258884768
DEV_A,QQQ,20240409,202404,QQQ,0.006000000000000005,1,18.18926425733724,18.18926425733724,1,0.5101044532910768,1,1,18.18926425733724,17.18926425733724,16.18926425733724,15.18926425733724,17.18926425733724
DEV_A,QQQ,20240410,202404,QQQ,-0.005250000000000032,-1,-30.39203463639176,30.39203463639176,1,0.4164649131134451,-1,1,-30.39203463639176,-31.39203463639176,-32.392034636391756,-33.392034636391756,-31.39203463639176
DEV_A,QQQ,20240411,202404,QQQ,-0.003249999999999975,-1,105.1234221481907,-105.1234221481907,0,0.6470574876660262,1,-1,-105.1234221481907,-106.1234221481907,-107.1234221481907,-108.1234221481907,-106.1234221481907
DEV_A,QQQ,20240412,202404,QQQ,0.0010000000000000009,1,-73.86164067728672,-73.86164067728672,0,0.4175544084471862,-1,-1,73.86164067728672,72.86164067728672,71.86164067728672,70.86164067728672,72.86164067728672
DEV_A,QQQ,20240415,202404,QQQ,0.0020499999999999685,1,-147.47466341228804,-147.47466341228804,0,0.6865821160521693,1,1,-147.47466341228804,-148.47466341228804,-149.47466341228804,-150.47466341228804,-148.47466341228804
DEV_A,QQQ,20240416,202404,QQQ,-0.0015999999999999626,-1,10.207396608437806,-10.207396608437806,0,0.5898447491920873,1,-1,-10.207396608437806,-11.207396608437806,-12.207396608437806,-13.207396608437806,-11.207396608437806
DEV_A,QQQ,20240417,202404,QQQ,0.003150000000000014,1,-67.86011000065551,-67.86011000065551,0,0.5291814048971469,1,1,-67.86011000065551,-68.86011000065551,-69.86011000065551,-70.86011000065551,-68.86011000065551
DEV_A,QQQ,20240418,202404,QQQ,-0.01034999999999997,-1,-65.11924275091316,65.11924275091316,1,0.36282077178103905,-1,1,-65.11924275091316,-66.11924275091316,-67.11924275091316,-68.11924275091316,-66.11924275091316
DEV_A,QQQ,20240419,202404,QQQ,-0.0004000000000000392,-1,-56.451377010174575,56.451377010174575,1,0.5292617417902488,1,-1,56.451377010174575,55.451377010174575,54.451377010174575,53.451377010174575,55.451377010174575
DEV_A,QQQ,20240422,202404,QQQ,0.006500000000000089,1,86.09475580954397,86.09475580954397,1,0.40636348285024715,-1,-1,-86.09475580954397,-87.09475580954397,-88.09475580954397,-89.09475580954397,-87.09475580954397
DEV_A,QQQ,20240423,202404,QQQ,-0.00585000000000005,-1,6.121247983954446,-6.121247983954446,0,0.5212050953176294,1,-1,-6.121247983954446,-7.121247983954446,-8.121247983954447,-9.121247983954447,-7.121247983954446
DEV_A,QQQ,20240424,202404,QQQ,-0.0011499999999999566,-1,-29.961166553910463,29.961166553910463,1,0.4132437684064269,-1,1,-29.961166553910463,-30.961166553910463,-31.961166553910463,-32.96116655391046,-30.961166553910463
DEV_A,QQQ,20240425,202404,QQQ,-0.0028499999999998527,-1,70.67502440739936,-70.67502440739936,0,0.3801666492339918,-1,1,70.67502440739936,69.67502440739936,68.67502440739936,67.67502440739936,69.67502440739936
DEV_A,QQQ,20240426,202404,QQQ,-0.0006499999999999839,-1,37.07140482819584,-37.07140482819584,0,0.4937295157842761,-1,1,37.07140482819584,36.07140482819584,35.07140482819584,34.07140482819584,36.07140482819584
DEV_A,QQQ,20240429,202404,QQQ,-0.0042999999999999705,-1,13.859695919371704,-13.859695919371704,0,0.3553982058697686,-1,1,13.859695919371704,12.859695919371704,11.859695919371704,10.859695919371704,12.859695919371704
DEV_A,QQQ,20240430,202404,QQQ,0.0006499999999999007,1,-73.11369799228142,-73.11369799228142,0,0.40302836855461993,-1,-1,73.11369799228142,72.11369799228142,71.11369799228142,70.11369799228142,72.11369799228142
DEV_A,QQQ,20240501,202405,QQQ,0.0010000000000000564,1,-16.334264151380264,-16.334264151380264,0,0.6437047479039011,1,1,-16.334264151380264,-17.334264151380264,-18.334264151380264,-19.334264151380264,-17.334264151380264
DEV_A,QQQ,20240502,202405,QQQ,-0.0006499999999998729,-1,42.1866971811388,-42.1866971811388,0,0.6400562927981331,1,-1,-42.1866971811388,-43.1866971811388,-44.1866971811388,-45.1866971811388,-43.1866971811388
DEV_A,QQQ,20240503,202405,QQQ,-0.00030000000000002247,-1,28.082793586706742,-28.082793586706742,0,0.7442784538799649,1,-1,-28.082793586706742,-29.082793586706742,-30.082793586706742,-31.082793586706742,-29.082793586706742
DEV_A,QQQ,20240506,202405,QQQ,-0.0009000000000000119,-1,11.641843465190975,-11.641843465190975,0,0.38849308389729026,-1,1,11.641843465190975,10.641843465190975,9.641843465190975,8.641843465190975,10.641843465190975
DEV_A,QQQ,20240507,202405,QQQ,-0.00745000000000004,-1,27.886431946819755,-27.886431946819755,0,0.28663718546629885,-1,1,27.886431946819755,26.886431946819755,25.886431946819755,24.886431946819755,26.886431946819755
DEV_A,QQQ,20240508,202405,QQQ,0.0015499999999999958,1,-25.4626609631227,-25.4626609631227,0,0.5294955579597287,1,1,-25.4626609631227,-26.4626609631227,-27.4626609631227,-28.4626609631227,-26.4626609631227
DEV_A,QQQ,20240509,202405,QQQ,-0.0031499999999999306,-1,17.01973565054142,-17.01973565054142,0,0.3150346915032286,-1,1,17.01973565054142,16.01973565054142,15.01973565054142,14.01973565054142,16.01973565054142
DEV_A,QQQ,20240510,202405,QQQ,-0.0015499999999999958,-1,-0.6795709644601011,0.6795709644601011,1,0.4451470242562972,-1,1,-0.6795709644601011,-1.6795709644601011,-2.679570964460101,-3.679570964460101,-1.6795709644601011
DEV_A,QQQ,20240513,202405,QQQ,-0.00030000000000002247,-1,-6.997663968801899,6.997663968801899,1,0.4656228471925669,-1,1,-6.997663968801899,-7.997663968801899,-8.997663968801898,-9.997663968801898,-7.997663968801899
DEV_A,QQQ,20240514,202405,QQQ,-0.0022500000000000575,-1,-7.657140657439885,7.657140657439885,1,0.5062190754072843,1,-1,7.657140657439885,6.657140657439885,5.657140657439885,4.657140657439885,6.657140657439885
DEV_A,QQQ,20240515,202405,QQQ,0.0024500000000000355,1,60.58539853282416,60.58539853282416,1,0.4335859956054373,-1,-1,-60.58539853282416,-61.58539853282416,-62.58539853282416,-63.58539853282416,-61.58539853282416
DEV_A,QQQ,20240516,202405,QQQ,0.0050000000000000044,1,-11.248222974428996,-11.248222974428996,0,0.5595404413988302,1,1,-11.248222974428996,-12.248222974428996,-13.248222974428996,-14.248222974428996,-12.248222974428996
DEV_A,QQQ,20240517,202405,QQQ,-0.002650000000000041,-1,-29.651287435206523,29.651287435206523,1,0.4959271556816205,-1,1,-29.651287435206523,-30.651287435206523,-31.651287435206523,-32.65128743520653,-30.651287435206523
DEV_A,QQQ,20240520,202405,QQQ,0.0008999999999999841,1,-1.760408419299467,-1.760408419299467,0,0.4867203509506397,-1,-1,1.760408419299467,0.7604084192994669,-0.2395915807005331,-1.239591580700533,0.7604084192994669
DEV_A,QQQ,20240521,202405,QQQ,0.002099999999999963,1,8.358078128703037,8.358078128703037,1,0.49741196097331264,-1,-1,-8.358078128703037,-9.358078128703037,-10.358078128703037,-11.358078128703037,-9.358078128703037
DEV_A,QQQ,20240522,202405,QQQ,0.0023000000000000242,1,-5.481674898538148,-5.481674898538148,0,0.5303697978976942,1,1,-5.481674898538148,-6.481674898538148,-7.481674898538148,-8.481674898538149,-6.481674898538148
DEV_A,QQQ,20240523,202405,QQQ,-0.0006000000000000449,-1,-40.64690910980416,40.64690910980416,1,0.5974654247634172,1,-1,40.64690910980416,39.64690910980416,38.64690910980416,37.64690910980416,39.64690910980416
DEV_A,QQQ,20240524,202405,QQQ,0.004599999999999993,1,30.591086895740155,30.591086895740155,1,0.5432283765851917,1,1,30.591086895740155,29.591086895740155,28.591086895740155,27.591086895740155,29.591086895740155
DEV_A,QQQ,20240528,202405,QQQ,0.0028499999999999637,1,22.003647103071923,22.003647103071923,1,0.4828378593177741,-1,-1,-22.003647103071923,-23.003647103071923,-24.003647103071923,-25.003647103071923,-23.003647103071923
DEV_A,QQQ,20240529,202405,QQQ,-0.0072500000000000064,-1,-20.11061512379448,20.11061512379448,1,0.34455603622584313,-1,1,-20.11061512379448,-21.11061512379448,-22.11061512379448,-23.11061512379448,-21.11061512379448
DEV_A,QQQ,20240530,202405,QQQ,0.0046499999999999875,1,11.896108732245324,11.896108732245324,1,0.6060345110460945,1,1,11.896108732245324,10.896108732245324,9.896108732245324,8.896108732245324,10.896108732245324
DEV_A,QQQ,20240531,202405,QQQ,0.0068500000000000505,1,-11.437158552496308,-11.437158552496308,0,0.5191316576004014,1,1,-11.437158552496308,-12.437158552496308,-13.437158552496308,-14.437158552496308,-12.437158552496308
DEV_A,QQQ,20240603,202406,QQQ,0.004900000000000043,1,-58.85623804966603,-58.85623804966603,0,0.579477989735856,1,1,-58.85623804966603,-59.85623804966603,-60.85623804966603,-61.85623804966603,-59.85623804966603
DEV_A,QQQ,20240604,202406,QQQ,-0.004049999999999915,-1,-0.2210115699654619,0.2210115699654619,1,0.5609338653445465,1,-1,0.2210115699654619,-0.7789884300345381,-1.7789884300345382,-2.778988430034538,-0.7789884300345381
DEV_A,QQQ,20240605,202406,QQQ,-0.005049999999999943,-1,42.73279026979007,-42.73279026979007,0,0.5002569534203387,1,-1,-42.73279026979007,-43.73279026979007,-44.73279026979007,-45.73279026979007,-43.73279026979007
DEV_A,QQQ,20240606,202406,QQQ,-0.004149999999999959,-1,-3.018672669436871,3.018672669436871,1,0.7071596309652998,1,-1,3.018672669436871,2.018672669436871,1.0186726694368708,0.018672669436870848,2.018672669436871
DEV_A,QQQ,20240607,202406,QQQ,-0.0049000000000000155,-1,43.29710469955572,-43.29710469955572,0,0.3626039437867692,-1,1,43.29710469955572,42.29710469955572,41.29710469955572,40.29710469955572,42.29710469955572
DEV_A,QQQ,20240610,202406,QQQ,0.0009500000000000342,1,19.213546059474,19.213546059474,1,0.4880551598383961,-1,-1,-19.213546059474,-20.213546059474,-21.213546059474,-22.213546059474,-20.213546059474
DEV_A,QQQ,20240611,202406,QQQ,0.0004499999999999782,1,22.37329906683007,22.37329906683007,1,0.36544409982414483,-1,-1,-22.37329906683007,-23.37329906683007,-24.37329906683007,-25.37329906683007,-23.37329906683007
DEV_A,QQQ,20240612,202406,QQQ,-0.0005499999999999949,-1,-10.316767766657415,10.316767766657415,1,0.40069517458907916,-1,1,-10.316767766657415,-11.316767766657415,-12.316767766657415,-13.316767766657415,-11.316767766657415
DEV_A,QQQ,20240613,202406,QQQ,-0.002050000000000024,-1,2.9417945158576133,-2.9417945158576133,0,0.49904659903257353,-1,1,2.9417945158576133,1.9417945158576133,0.9417945158576133,-0.05820548414238669,1.9417945158576133
DEV_A,QQQ,20240614,202406,QQQ,0.010500000000000037,1,33.89762823996398,33.89762823996398,1,0.6175716684362241,1,1,33.89762823996398,32.89762823996398,31.89762823996398,30.89762823996398,32.89762823996398
DEV_A,QQQ,20240617,202406,QQQ,-2.7755575615628914e-17,-1,108.427428733552,-108.427428733552,0,0.48234138397806126,-1,1,108.427428733552,107.427428733552,106.427428733552,105.427428733552,107.427428733552
DEV_A,QQQ,20240618,202406,QQQ,-0.0049000000000000155,-1,10.71590590116437,-10.71590590116437,0,0.4315257808224342,-1,1,10.71590590116437,9.71590590116437,8.71590590116437,7.715905901164369,9.71590590116437
DEV_A,QQQ,20240620,202406,QQQ,-0.0040000000000000036,-1,-100.15947366763362,100.15947366763362,1,0.4020796602341908,-1,1,-100.15947366763362,-101.15947366763362,-102.15947366763362,-103.15947366763362,-101.15947366763362
DEV_A,QQQ,20240621,202406,QQQ,-0.0033500000000000196,-1,-3.5440663319834584,3.5440663319834584,1,0.37088773625685567,-1,1,-3.5440663319834584,-4.544066331983458,-5.544066331983458,-6.544066331983458,-4.544066331983458
DEV_A,QQQ,20240624,202406,QQQ,0.005700000000000011,1,-64.57316244298268,-64.57316244298268,0,0.5953898710527654,1,1,-64.57316244298268,-65.57316244298268,-66.57316244298268,-67.57316244298268,-65.57316244298268
DEV_A,QQQ,20240625,202406,QQQ,0.0025999999999999635,1,6.075143424061095,6.075143424061095,1,0.5181247774869889,1,1,6.075143424061095,5.075143424061095,4.075143424061095,3.0751434240610953,5.075143424061095
DEV_A,QQQ,20240626,202406,QQQ,-0.00010000000000001674,-1,-15.63526382497691,15.63526382497691,1,0.5406102729658955,1,-1,15.63526382497691,14.63526382497691,13.63526382497691,12.63526382497691,14.63526382497691
DEV_A,QQQ,20240627,202406,QQQ,-0.0010500000000000231,-1,-0.6227748774636108,0.6227748774636108,1,0.44592164073673946,-1,1,-0.6227748774636108,-1.6227748774636108,-2.622774877463611,-3.622774877463611,-1.6227748774636108
