ticker,trade_date,local_feature_valid,local_invalid_reason,front_greek_vintage_target_rows,front_iv_vintage_target_rows,front_native_target_rows,front_native_extra_vs_greek_rows,front_native_extra_vs_iv_rows,front_clock_key_coverage_exact,front_storage_generation,front_shared_key_rows,front_greek_only_key_rows,front_iv_only_key_rows,back_greek_vintage_target_rows,back_iv_vintage_target_rows,back_native_target_rows,back_native_extra_vs_greek_rows,back_native_extra_vs_iv_rows,back_clock_key_coverage_exact,back_storage_generation,back_shared_key_rows,back_greek_only_key_rows,back_iv_only_key_rows
QQQ,20240212,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,988.0,988.0,988.0,0.0,0.0,True,V1,988.0,0.0,0.0
QQQ,20240213,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,988.0,988.0,988.0,0.0,0.0,True,V1,988.0,0.0,0.0
QQQ,20240214,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,988.0,988.0,988.0,0.0,0.0,True,V1,988.0,0.0,0.0
QQQ,20240215,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,988.0,988.0,988.0,0.0,0.0,True,V1,988.0,0.0,0.0
QQQ,20240216,True,,988.0,988.0,988.0,0.0,0.0,True,V1,988.0,0.0,0.0,432.0,432.0,432.0,0.0,0.0,True,V1,432.0,0.0,0.0
QQQ,20240220,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,432.0,432.0,432.0,0.0,0.0,True,V1,432.0,0.0,0.0
QQQ,20240221,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,596.0,596.0,596.0,0.0,0.0,True,V1,596.0,0.0,0.0
QQQ,20240222,True,,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0,596.0,596.0,596.0,0.0,0.0,True,V1,596.0,0.0,0.0
QQQ,20240223,True,,596.0,596.0,596.0,0.0,0.0,True,V1,596.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240226,True,,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240227,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240228,True,,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240229,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240301,True,,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0
QQQ,20240304,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0
QQQ,20240305,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240306,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240307,True,,532.0,532.0,532.0,0.0,0.0,True,V1,532.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240308,True,,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0,1236.0,1236.0,1236.0,0.0,0.0,True,V1,1236.0,0.0,0.0
QQQ,20240311,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,1236.0,1236.0,1236.0,0.0,0.0,True,V1,1236.0,0.0,0.0
QQQ,20240312,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,1236.0,1236.0,1236.0,0.0,0.0,True,V1,1236.0,0.0,0.0
QQQ,20240313,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,1236.0,1236.0,1236.0,0.0,0.0,True,V1,1236.0,0.0,0.0
QQQ,20240314,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,1236.0,1236.0,1236.0,0.0,0.0,True,V1,1236.0,0.0,0.0
QQQ,20240315,True,,1236.0,1236.0,1236.0,0.0,0.0,True,V1,1236.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240318,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240319,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240320,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240321,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240322,True,,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0,968.0,968.0,968.0,0.0,0.0,True,V1,968.0,0.0,0.0
QQQ,20240325,True,,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0,968.0,968.0,968.0,0.0,0.0,True,V1,968.0,0.0,0.0
QQQ,20240326,True,,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0,968.0,968.0,968.0,0.0,0.0,True,V1,968.0,0.0,0.0
QQQ,20240327,True,,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0,968.0,968.0,968.0,0.0,0.0,True,V1,968.0,0.0,0.0
QQQ,20240328,True,,968.0,968.0,968.0,0.0,0.0,True,V1,968.0,0.0,0.0,560.0,560.0,560.0,0.0,0.0,True,V1,560.0,0.0,0.0
QQQ,20240401,True,,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0,560.0,560.0,560.0,0.0,0.0,True,V1,560.0,0.0,0.0
QQQ,20240402,True,,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0,560.0,560.0,560.0,0.0,0.0,True,V1,560.0,0.0,0.0
QQQ,20240403,True,,500.0,500.0,500.0,0.0,0.0,True,V1,500.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20240404,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20240405,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20240408,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240409,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240410,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240411,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240412,True,,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0,892.0,892.0,892.0,0.0,0.0,True,V1,892.0,0.0,0.0
QQQ,20240415,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,896.0,896.0,896.0,0.0,0.0,True,V1,896.0,0.0,0.0
QQQ,20240416,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,896.0,896.0,896.0,0.0,0.0,True,V1,896.0,0.0,0.0
QQQ,20240417,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,896.0,896.0,896.0,0.0,0.0,True,V1,896.0,0.0,0.0
QQQ,20240418,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,896.0,896.0,896.0,0.0,0.0,True,V1,896.0,0.0,0.0
QQQ,20240419,True,,896.0,896.0,896.0,0.0,0.0,True,V1,896.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20240422,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20240423,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240424,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240425,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240426,True,,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0,628.0,628.0,628.0,0.0,0.0,True,V1,628.0,0.0,0.0
QQQ,20240429,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,628.0,628.0,628.0,0.0,0.0,True,V1,628.0,0.0,0.0
QQQ,20240430,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,628.0,628.0,628.0,0.0,0.0,True,V1,628.0,0.0,0.0
QQQ,20240501,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,664.0,664.0,664.0,0.0,0.0,True,V1,664.0,0.0,0.0
QQQ,20240502,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,664.0,664.0,664.0,0.0,0.0,True,V1,664.0,0.0,0.0
QQQ,20240503,True,,664.0,664.0,664.0,0.0,0.0,True,V1,664.0,0.0,0.0,604.0,604.0,604.0,0.0,0.0,True,V1,604.0,0.0,0.0
QQQ,20240506,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,604.0,604.0,604.0,0.0,0.0,True,V1,604.0,0.0,0.0
QQQ,20240507,True,,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240508,True,,568.0,568.0,568.0,0.0,0.0,True,V1,568.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240509,True,,568.0,568.0,568.0,0.0,0.0,True,V1,568.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20240510,True,,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,True,V1,904.0,0.0,0.0
QQQ,20240513,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,True,V1,904.0,0.0,0.0
QQQ,20240514,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,True,V1,904.0,0.0,0.0
QQQ,20240515,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,True,V1,904.0,0.0,0.0
QQQ,20240516,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,True,V1,904.0,0.0,0.0
QQQ,20240517,True,,904.0,904.0,904.0,0.0,0.0,True,V1,904.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20240520,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20240521,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20240522,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20240523,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20240524,True,,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240528,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240529,True,,476.0,476.0,476.0,0.0,0.0,True,V1,476.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240530,True,,480.0,480.0,480.0,0.0,0.0,True,V1,480.0,0.0,0.0,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0
QQQ,20240531,True,,644.0,644.0,644.0,0.0,0.0,True,V1,644.0,0.0,0.0,636.0,636.0,636.0,0.0,0.0,True,V1,636.0,0.0,0.0
QQQ,20240603,True,,480.0,480.0,480.0,0.0,0.0,True,V1,480.0,0.0,0.0,636.0,636.0,636.0,0.0,0.0,True,V1,636.0,0.0,0.0
QQQ,20240604,True,,480.0,480.0,480.0,0.0,0.0,True,V1,480.0,0.0,0.0,652.0,652.0,652.0,0.0,0.0,True,V1,652.0,0.0,0.0
QQQ,20240605,True,,484.0,484.0,484.0,0.0,0.0,True,V1,484.0,0.0,0.0,652.0,652.0,652.0,0.0,0.0,True,V1,652.0,0.0,0.0
QQQ,20240606,True,,484.0,484.0,484.0,0.0,0.0,True,V1,484.0,0.0,0.0,652.0,652.0,652.0,0.0,0.0,True,V1,652.0,0.0,0.0
QQQ,20240607,True,,652.0,652.0,652.0,0.0,0.0,True,V1,652.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240610,True,,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240611,True,,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240612,True,,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240613,True,,504.0,504.0,504.0,0.0,0.0,True,V1,504.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240614,True,,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0,1112.0,1112.0,1112.0,0.0,0.0,True,V1,1112.0,0.0,0.0
QQQ,20240617,True,,500.0,500.0,500.0,0.0,0.0,True,V1,500.0,0.0,0.0,1120.0,1120.0,1120.0,0.0,0.0,True,V1,1120.0,0.0,0.0
QQQ,20240618,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,1120.0,1120.0,1120.0,0.0,0.0,True,V1,1120.0,0.0,0.0
QQQ,20240620,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,1120.0,1120.0,1120.0,0.0,0.0,True,V1,1120.0,0.0,0.0
QQQ,20240621,True,,1120.0,1120.0,1120.0,0.0,0.0,True,V1,1120.0,0.0,0.0,932.0,932.0,932.0,0.0,0.0,True,V1,932.0,0.0,0.0
QQQ,20240624,True,,456.0,456.0,456.0,0.0,0.0,True,V1,456.0,0.0,0.0,932.0,932.0,932.0,0.0,0.0,True,V1,932.0,0.0,0.0
QQQ,20240625,True,,456.0,456.0,456.0,0.0,0.0,True,V1,456.0,0.0,0.0,960.0,960.0,960.0,0.0,0.0,True,V1,960.0,0.0,0.0
QQQ,20240626,True,,416.0,416.0,416.0,0.0,0.0,True,V1,416.0,0.0,0.0,960.0,960.0,960.0,0.0,0.0,True,V1,960.0,0.0,0.0
QQQ,20240627,True,,416.0,416.0,416.0,0.0,0.0,True,V1,416.0,0.0,0.0,960.0,960.0,960.0,0.0,0.0,True,V1,960.0,0.0,0.0
QQQ,20240628,True,,960.0,960.0,960.0,0.0,0.0,True,V1,960.0,0.0,0.0,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0
QQQ,20240701,True,,412.0,412.0,412.0,0.0,0.0,True,V1,412.0,0.0,0.0,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0
QQQ,20240702,True,,412.0,412.0,412.0,0.0,0.0,True,V1,412.0,0.0,0.0,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0
QQQ,20240703,True,,412.0,412.0,412.0,0.0,0.0,True,V1,412.0,0.0,0.0,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0
QQQ,20240705,True,,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0,548.0,548.0,548.0,0.0,0.0,True,V1,548.0,0.0,0.0
QQQ,20240708,True,,444.0,444.0,444.0,0.0,0.0,True,V1,444.0,0.0,0.0,596.0,596.0,596.0,0.0,0.0,True,V1,596.0,0.0,0.0
QQQ,20240709,True,,548.0,548.0,548.0,0.0,0.0,True,V1,548.0,0.0,0.0,596.0,596.0,596.0,0.0,0.0,True,V1,596.0,0.0,0.0
QQQ,20240710,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240711,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0
QQQ,20240712,True,,660.0,660.0,660.0,0.0,0.0,True,V1,660.0,0.0,0.0,684.0,684.0,684.0,0.0,0.0,True,V1,684.0,0.0,0.0
QQQ,20240715,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,684.0,684.0,684.0,0.0,0.0,True,V1,684.0,0.0,0.0
QQQ,20240716,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,684.0,684.0,684.0,0.0,0.0,True,V1,684.0,0.0,0.0
QQQ,20240717,True,,460.0,460.0,460.0,0.0,0.0,True,V1,460.0,0.0,0.0,684.0,684.0,684.0,0.0,0.0,True,V1,684.0,0.0,0.0
QQQ,20240718,True,,468.0,468.0,468.0,0.0,0.0,True,V1,468.0,0.0,0.0,684.0,684.0,684.0,0.0,0.0,True,V1,684.0,0.0,0.0
QQQ,20240719,True,,684.0,684.0,684.0,0.0,0.0,True,V1,684.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240722,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240723,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240724,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240725,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20240726,True,,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20240729,True,,412.0,412.0,412.0,0.0,0.0,True,V1,412.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20240730,True,,300.0,300.0,300.0,0.0,0.0,True,V1,300.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20240731,True,,380.0,380.0,380.0,0.0,0.0,True,V1,380.0,0.0,0.0,716.0,716.0,716.0,0.0,0.0,True,V1,716.0,0.0,0.0
QQQ,20240801,True,,496.0,496.0,496.0,0.0,0.0,True,V1,496.0,0.0,0.0,716.0,716.0,716.0,0.0,0.0,True,V1,716.0,0.0,0.0
QQQ,20240802,True,,716.0,716.0,716.0,0.0,0.0,True,V1,716.0,0.0,0.0,708.0,708.0,708.0,0.0,0.0,True,V1,708.0,0.0,0.0
QQQ,20240805,True,,500.0,500.0,500.0,0.0,0.0,True,V1,500.0,0.0,0.0,740.0,740.0,740.0,0.0,0.0,True,V1,740.0,0.0,0.0
QQQ,20240806,True,,500.0,500.0,500.0,0.0,0.0,True,V1,500.0,0.0,0.0,1028.0,1028.0,1028.0,0.0,0.0,True,V1,1028.0,0.0,0.0
QQQ,20240807,True,,584.0,584.0,584.0,0.0,0.0,True,V1,584.0,0.0,0.0,1028.0,1028.0,1028.0,0.0,0.0,True,V1,1028.0,0.0,0.0
QQQ,20240808,True,,584.0,584.0,584.0,0.0,0.0,True,V1,584.0,0.0,0.0,1028.0,1028.0,1028.0,0.0,0.0,True,V1,1028.0,0.0,0.0
QQQ,20240809,True,,1028.0,1028.0,1028.0,0.0,0.0,True,V1,1028.0,0.0,0.0,1192.0,1192.0,1192.0,0.0,0.0,True,V1,1192.0,0.0,0.0
QQQ,20240812,True,,848.0,848.0,848.0,0.0,0.0,True,V1,848.0,0.0,0.0,1192.0,1192.0,1192.0,0.0,0.0,True,V1,1192.0,0.0,0.0
QQQ,20240813,True,,848.0,848.0,848.0,0.0,0.0,True,V1,848.0,0.0,0.0,1192.0,1192.0,1192.0,0.0,0.0,True,V1,1192.0,0.0,0.0
