ticker,trade_date,feature_valid,invalid_reason,front_greek_target_rows,front_iv_target_rows,back_greek_target_rows,back_iv_target_rows,underlying_rows,underlying_out_of_scope_invalid_rows
QQQ,20230711,True,,468.0,468.0,564.0,564.0,391.0,0.0
QQQ,20230712,True,,468.0,468.0,572.0,572.0,391.0,0.0
QQQ,20230713,True,,468.0,468.0,572.0,572.0,391.0,0.0
QQQ,20230714,True,,572.0,572.0,748.0,748.0,391.0,0.0
QQQ,20230717,True,,496.0,496.0,748.0,748.0,391.0,0.0
QQQ,20230718,True,,496.0,496.0,760.0,760.0,391.0,0.0
QQQ,20230719,True,,512.0,512.0,760.0,760.0,391.0,0.0
QQQ,20230720,True,,512.0,512.0,760.0,760.0,391.0,0.0
QQQ,20230721,True,,760.0,760.0,592.0,592.0,391.0,0.0
QQQ,20230724,True,,544.0,544.0,592.0,592.0,391.0,0.0
QQQ,20230725,True,,544.0,544.0,592.0,592.0,391.0,0.0
QQQ,20230726,True,,508.0,508.0,592.0,592.0,391.0,0.0
QQQ,20230727,True,,508.0,508.0,592.0,592.0,391.0,0.0
QQQ,20230728,True,,592.0,592.0,576.0,576.0,391.0,0.0
QQQ,20230731,True,,496.0,496.0,576.0,576.0,391.0,0.0
QQQ,20230801,True,,488.0,488.0,580.0,580.0,391.0,0.0
QQQ,20230802,True,,488.0,488.0,580.0,580.0,391.0,0.0
QQQ,20230803,True,,464.0,464.0,580.0,580.0,391.0,0.0
QQQ,20230804,True,,580.0,580.0,588.0,588.0,391.0,0.0
QQQ,20230807,True,,500.0,500.0,588.0,588.0,391.0,0.0
QQQ,20230808,True,,504.0,504.0,588.0,588.0,391.0,0.0
QQQ,20230809,True,,500.0,500.0,596.0,596.0,391.0,0.0
QQQ,20230810,True,,512.0,512.0,596.0,596.0,391.0,0.0
QQQ,20230811,True,,596.0,596.0,708.0,708.0,391.0,0.0
QQQ,20230814,True,,524.0,524.0,708.0,708.0,391.0,0.0
QQQ,20230815,True,,520.0,520.0,708.0,708.0,391.0,0.0
QQQ,20230816,True,,476.0,476.0,708.0,708.0,391.0,0.0
QQQ,20230817,True,,476.0,476.0,708.0,708.0,391.0,0.0
QQQ,20230818,True,,708.0,708.0,568.0,568.0,391.0,0.0
QQQ,20230821,True,,540.0,540.0,580.0,580.0,391.0,0.0
QQQ,20230822,True,,500.0,500.0,580.0,580.0,391.0,0.0
QQQ,20230823,True,,488.0,488.0,580.0,580.0,391.0,0.0
QQQ,20230824,True,,488.0,488.0,584.0,584.0,391.0,0.0
QQQ,20230825,True,,584.0,584.0,584.0,584.0,391.0,0.0
QQQ,20230828,True,,492.0,492.0,584.0,584.0,391.0,0.0
QQQ,20230829,True,,492.0,492.0,584.0,584.0,391.0,0.0
QQQ,20230830,True,,496.0,496.0,584.0,584.0,391.0,0.0
QQQ,20230831,True,,500.0,500.0,584.0,584.0,391.0,0.0
QQQ,20230901,True,,584.0,584.0,568.0,568.0,391.0,0.0
QQQ,20230905,True,,472.0,472.0,568.0,568.0,391.0,0.0
QQQ,20230906,True,,472.0,472.0,568.0,568.0,391.0,0.0
QQQ,20230907,True,,476.0,476.0,568.0,568.0,391.0,0.0
QQQ,20230908,True,,568.0,568.0,756.0,756.0,391.0,0.0
QQQ,20230911,True,,472.0,472.0,772.0,772.0,391.0,0.0
QQQ,20230912,True,,472.0,472.0,772.0,772.0,391.0,0.0
QQQ,20230913,True,,460.0,460.0,772.0,772.0,391.0,0.0
QQQ,20230914,True,,460.0,460.0,772.0,772.0,391.0,0.0
QQQ,20230915,True,,772.0,772.0,552.0,552.0,391.0,0.0
QQQ,20230918,True,,468.0,468.0,560.0,560.0,391.0,0.0
QQQ,20230919,True,,468.0,468.0,568.0,568.0,391.0,0.0
QQQ,20230920,True,,476.0,476.0,576.0,576.0,391.0,0.0
QQQ,20230921,True,,480.0,480.0,576.0,576.0,391.0,0.0
QQQ,20230922,True,,576.0,576.0,824.0,824.0,391.0,0.0
QQQ,20230925,True,,508.0,508.0,824.0,824.0,391.0,0.0
QQQ,20230926,True,,508.0,508.0,824.0,824.0,391.0,0.0
QQQ,20230927,True,,516.0,516.0,824.0,824.0,391.0,0.0
QQQ,20230928,True,,524.0,524.0,824.0,824.0,391.0,0.0
QQQ,20230929,True,,824.0,824.0,548.0,548.0,391.0,0.0
QQQ,20231002,True,,508.0,508.0,556.0,556.0,391.0,0.0
QQQ,20231003,True,,496.0,496.0,556.0,556.0,391.0,0.0
QQQ,20231004,True,,472.0,472.0,556.0,556.0,391.0,0.0
QQQ,20231005,True,,472.0,472.0,556.0,556.0,391.0,0.0
QQQ,20231006,True,,556.0,556.0,540.0,540.0,391.0,0.0
QQQ,20231009,True,,468.0,468.0,540.0,540.0,391.0,0.0
QQQ,20231010,True,,464.0,464.0,540.0,540.0,391.0,0.0
QQQ,20231011,True,,468.0,468.0,540.0,540.0,391.0,0.0
QQQ,20231012,True,,464.0,464.0,540.0,540.0,391.0,0.0
QQQ,20231013,True,,540.0,540.0,728.0,728.0,391.0,0.0
QQQ,20231016,True,,492.0,492.0,728.0,728.0,391.0,0.0
QQQ,20231017,True,,492.0,492.0,728.0,728.0,391.0,0.0
QQQ,20231018,True,,468.0,468.0,728.0,728.0,391.0,0.0
QQQ,20231019,True,,468.0,468.0,728.0,728.0,391.0,0.0
QQQ,20231020,True,,728.0,728.0,564.0,564.0,391.0,0.0
QQQ,20231023,True,,500.0,500.0,580.0,580.0,391.0,0.0
QQQ,20231024,True,,500.0,500.0,596.0,596.0,391.0,0.0
QQQ,20231025,True,,524.0,524.0,596.0,596.0,391.0,0.0
QQQ,20231026,True,,520.0,520.0,596.0,596.0,391.0,0.0
QQQ,20231027,True,,596.0,596.0,576.0,576.0,391.0,0.0
QQQ,20231030,True,,524.0,524.0,576.0,576.0,391.0,0.0
QQQ,20231031,True,,512.0,512.0,576.0,576.0,391.0,0.0
QQQ,20231101,True,,508.0,508.0,576.0,576.0,391.0,0.0
QQQ,20231102,True,,508.0,508.0,576.0,576.0,391.0,0.0
QQQ,20231103,True,,576.0,576.0,576.0,576.0,391.0,0.0
QQQ,20231106,True,,488.0,488.0,576.0,576.0,391.0,0.0
QQQ,20231107,True,,488.0,488.0,608.0,608.0,391.0,0.0
QQQ,20231108,True,,524.0,524.0,612.0,612.0,391.0,0.0
QQQ,20231109,True,,532.0,532.0,612.0,612.0,391.0,0.0
QQQ,20231110,True,,612.0,612.0,700.0,700.0,391.0,0.0
QQQ,20231113,True,,568.0,568.0,700.0,700.0,391.0,0.0
QQQ,20231114,True,,528.0,528.0,712.0,712.0,391.0,0.0
QQQ,20231115,True,,508.0,508.0,744.0,744.0,391.0,0.0
QQQ,20231116,True,,548.0,548.0,744.0,744.0,391.0,0.0
QQQ,20231117,True,,744.0,744.0,592.0,592.0,391.0,0.0
QQQ,20231120,True,,516.0,516.0,592.0,592.0,391.0,0.0
QQQ,20231121,True,,512.0,512.0,592.0,592.0,391.0,0.0
QQQ,20231122,True,,508.0,508.0,592.0,592.0,391.0,0.0
QQQ,20231124,True,,612.0,612.0,600.0,600.0,391.0,0.0
QQQ,20231127,True,,520.0,520.0,600.0,600.0,391.0,0.0
QQQ,20231128,True,,488.0,488.0,604.0,604.0,391.0,0.0
QQQ,20231129,True,,476.0,476.0,604.0,604.0,391.0,0.0
QQQ,20231130,True,,472.0,472.0,604.0,604.0,391.0,0.0
QQQ,20231201,True,,604.0,604.0,596.0,596.0,391.0,0.0
QQQ,20231204,True,,476.0,476.0,596.0,596.0,391.0,0.0
QQQ,20231205,True,,476.0,476.0,596.0,596.0,391.0,0.0
QQQ,20231206,True,,476.0,476.0,596.0,596.0,391.0,0.0
QQQ,20231207,True,,472.0,472.0,596.0,596.0,391.0,0.0
QQQ,20231208,True,,596.0,596.0,844.0,844.0,391.0,0.0
QQQ,20231211,True,,484.0,484.0,928.0,928.0,391.0,0.0
QQQ,20231212,True,,484.0,484.0,928.0,928.0,391.0,0.0
QQQ,20231213,True,,484.0,484.0,928.0,928.0,391.0,0.0
QQQ,20231214,True,,484.0,484.0,928.0,928.0,391.0,0.0
QQQ,20231215,True,,928.0,928.0,628.0,628.0,391.0,0.0
QQQ,20231218,True,,528.0,528.0,628.0,628.0,391.0,0.0
QQQ,20231219,True,,532.0,532.0,636.0,636.0,391.0,0.0
QQQ,20231220,True,,540.0,540.0,652.0,652.0,391.0,0.0
QQQ,20231221,True,,552.0,552.0,652.0,652.0,391.0,0.0
QQQ,20231222,True,,652.0,652.0,992.0,992.0,391.0,0.0
QQQ,20231226,True,,512.0,512.0,992.0,992.0,391.0,0.0
QQQ,20231227,True,,508.0,508.0,992.0,992.0,391.0,0.0
QQQ,20231228,True,,508.0,508.0,992.0,992.0,391.0,0.0
QQQ,20231229,True,,1084.0,1084.0,1264.0,1264.0,391.0,0.0
SPXW,20230103,True,,576.0,576.0,836.0,836.0,391.0,0.0
SPXW,20230104,True,,576.0,576.0,836.0,836.0,391.0,0.0
SPXW,20230105,True,,564.0,564.0,836.0,836.0,391.0,0.0
SPXW,20230106,True,,848.0,848.0,772.0,772.0,391.0,0.0
SPXW,20230109,True,,612.0,612.0,772.0,772.0,391.0,0.0
SPXW,20230110,True,,592.0,592.0,784.0,784.0,391.0,0.0
SPXW,20230111,True,,536.0,536.0,784.0,784.0,391.0,0.0
SPXW,20230112,True,,628.0,628.0,784.0,784.0,391.0,0.0
SPXW,20230113,True,,784.0,784.0,1352.0,1352.0,391.0,0.0
SPXW,20230117,True,,584.0,584.0,1352.0,1352.0,391.0,0.0
SPXW,20230118,True,,596.0,596.0,1352.0,1352.0,391.0,0.0
SPXW,20230119,True,,588.0,588.0,1352.0,1352.0,391.0,0.0
SPXW,20230120,True,,1352.0,1352.0,744.0,744.0,391.0,0.0
SPXW,20230123,True,,564.0,564.0,744.0,744.0,391.0,0.0
SPXW,20230124,True,,608.0,608.0,764.0,764.0,391.0,0.0
SPXW,20230125,True,,552.0,552.0,764.0,764.0,391.0,0.0
SPXW,20230126,True,,576.0,576.0,764.0,764.0,391.0,0.0
SPXW,20230127,True,,800.0,800.0,704.0,704.0,391.0,0.0
SPXW,20230130,True,,600.0,600.0,808.0,808.0,391.0,0.0
SPXW,20230131,True,,1192.0,1192.0,808.0,808.0,391.0,0.0
SPXW,20230201,True,,604.0,604.0,816.0,816.0,391.0,0.0
SPXW,20230202,True,,640.0,640.0,852.0,852.0,391.0,0.0
SPXW,20230203,True,,900.0,900.0,724.0,724.0,391.0,0.0
SPXW,20230206,True,,696.0,696.0,820.0,820.0,391.0,0.0
SPXW,20230207,True,,672.0,672.0,820.0,820.0,391.0,0.0
SPXW,20230208,True,,628.0,628.0,844.0,844.0,391.0,0.0
SPXW,20230209,True,,652.0,652.0,844.0,844.0,391.0,0.0
SPXW,20230210,True,,844.0,844.0,1460.0,1460.0,391.0,0.0
SPXW,20230213,True,,644.0,644.0,1460.0,1460.0,391.0,0.0
SPXW,20230214,True,,600.0,600.0,1460.0,1460.0,391.0,0.0
SPXW,20230215,True,,592.0,592.0,1460.0,1460.0,391.0,0.0
SPXW,20230216,True,,612.0,612.0,1460.0,1460.0,391.0,0.0
SPXW,20230217,True,,1460.0,1460.0,796.0,796.0,391.0,0.0
SPXW,20230221,True,,544.0,544.0,796.0,796.0,391.0,0.0
SPXW,20230222,True,,572.0,572.0,804.0,804.0,391.0,0.0
SPXW,20230223,True,,620.0,620.0,812.0,812.0,391.0,0.0
SPXW,20230224,True,,812.0,812.0,708.0,708.0,391.0,0.0
SPXW,20230227,True,,624.0,624.0,808.0,808.0,391.0,0.0
SPXW,20230228,True,,1248.0,1248.0,808.0,808.0,391.0,0.0
SPXW,20230301,True,,572.0,572.0,808.0,808.0,391.0,0.0
SPXW,20230302,True,,600.0,600.0,816.0,816.0,391.0,0.0
SPXW,20230303,True,,816.0,816.0,704.0,704.0,391.0,0.0
SPXW,20230306,True,,592.0,592.0,740.0,740.0,391.0,0.0
SPXW,20230307,True,,600.0,600.0,740.0,740.0,391.0,0.0
SPXW,20230308,True,,568.0,568.0,780.0,780.0,391.0,0.0
SPXW,20230309,True,,584.0,584.0,780.0,780.0,391.0,0.0
SPXW,20230310,True,,828.0,828.0,1424.0,1424.0,391.0,0.0
SPXW,20230313,True,,664.0,664.0,1424.0,1424.0,391.0,0.0
SPXW,20230314,True,,676.0,676.0,1424.0,1424.0,391.0,0.0
SPXW,20230315,True,,660.0,660.0,1424.0,1424.0,391.0,0.0
SPXW,20230316,True,,648.0,648.0,1424.0,1424.0,391.0,0.0
SPXW,20230317,True,,1424.0,1424.0,876.0,876.0,391.0,0.0
SPXW,20230320,True,,644.0,644.0,876.0,876.0,391.0,0.0
SPXW,20230321,True,,600.0,600.0,876.0,876.0,391.0,0.0
SPXW,20230322,True,,568.0,568.0,876.0,876.0,391.0,0.0
SPXW,20230323,True,,620.0,620.0,876.0,876.0,391.0,0.0
SPXW,20230324,True,,876.0,876.0,1492.0,1492.0,391.0,0.0
SPXW,20230327,True,,596.0,596.0,1492.0,1492.0,391.0,0.0
SPXW,20230328,True,,568.0,568.0,1492.0,1492.0,391.0,0.0
SPXW,20230329,True,,544.0,544.0,1492.0,1492.0,391.0,0.0
SPXW,20230330,True,,544.0,544.0,1492.0,1492.0,391.0,0.0
SPXW,20230331,True,,1492.0,1492.0,624.0,624.0,391.0,0.0
SPXW,20230403,True,,552.0,552.0,624.0,624.0,391.0,0.0
SPXW,20230404,True,,636.0,636.0,664.0,664.0,391.0,0.0
SPXW,20230405,True,,604.0,604.0,664.0,664.0,391.0,0.0
SPXW,20230406,True,,664.0,664.0,812.0,812.0,391.0,0.0
SPXW,20230410,True,,628.0,628.0,812.0,812.0,391.0,0.0
SPXW,20230411,True,,572.0,572.0,812.0,812.0,391.0,0.0
SPXW,20230412,True,,604.0,604.0,812.0,812.0,391.0,0.0
SPXW,20230413,True,,600.0,600.0,812.0,812.0,391.0,0.0
SPXW,20230414,True,,824.0,824.0,1320.0,1320.0,391.0,0.0
SPXW,20230417,True,,576.0,576.0,1320.0,1320.0,391.0,0.0
SPXW,20230418,True,,584.0,584.0,1320.0,1320.0,391.0,0.0
SPXW,20230419,True,,588.0,588.0,1320.0,1320.0,391.0,0.0
SPXW,20230420,True,,588.0,588.0,1320.0,1320.0,391.0,0.0
SPXW,20230421,True,,1320.0,1320.0,1236.0,1236.0,391.0,0.0
SPXW,20230424,True,,516.0,516.0,1236.0,1236.0,391.0,0.0
SPXW,20230425,True,,564.0,564.0,1236.0,1236.0,391.0,0.0
SPXW,20230426,True,,540.0,540.0,1236.0,1236.0,391.0,0.0
SPXW,20230427,True,,596.0,596.0,1236.0,1236.0,391.0,0.0
SPXW,20230428,True,,1236.0,1236.0,836.0,836.0,391.0,0.0
SPXW,20230501,True,,528.0,528.0,844.0,844.0,391.0,0.0
SPXW,20230502,True,,616.0,616.0,844.0,844.0,391.0,0.0
SPXW,20230503,True,,520.0,520.0,844.0,844.0,391.0,0.0
SPXW,20230504,True,,592.0,592.0,844.0,844.0,391.0,0.0
SPXW,20230505,True,,844.0,844.0,804.0,804.0,391.0,0.0
SPXW,20230508,True,,528.0,528.0,828.0,828.0,391.0,0.0
SPXW,20230509,True,,568.0,568.0,828.0,828.0,391.0,0.0
SPXW,20230510,True,,520.0,520.0,828.0,828.0,391.0,0.0
SPXW,20230511,True,,588.0,588.0,828.0,828.0,391.0,0.0
SPXW,20230512,True,,828.0,828.0,1352.0,1352.0,391.0,0.0
SPXW,20230515,True,,544.0,544.0,1352.0,1352.0,391.0,0.0
SPXW,20230516,True,,540.0,540.0,1352.0,1352.0,391.0,0.0
SPXW,20230517,True,,504.0,504.0,1352.0,1352.0,391.0,0.0
SPXW,20230518,True,,544.0,544.0,1352.0,1352.0,391.0,0.0
SPXW,20230519,True,,1352.0,1352.0,800.0,800.0,391.0,0.0
SPXW,20230522,True,,540.0,540.0,800.0,800.0,391.0,0.0
SPXW,20230523,True,,584.0,584.0,800.0,800.0,391.0,0.0
SPXW,20230524,True,,524.0,524.0,800.0,800.0,391.0,0.0
SPXW,20230525,True,,600.0,600.0,800.0,800.0,391.0,0.0
SPXW,20230526,True,,800.0,800.0,680.0,680.0,391.0,0.0
SPXW,20230530,True,,612.0,612.0,764.0,764.0,391.0,0.0
SPXW,20230531,True,,1332.0,1332.0,764.0,764.0,391.0,0.0
SPXW,20230601,True,,584.0,584.0,764.0,764.0,391.0,0.0
SPXW,20230602,True,,776.0,776.0,668.0,668.0,391.0,0.0
SPXW,20230605,True,,596.0,596.0,780.0,780.0,391.0,0.0
SPXW,20230606,True,,636.0,636.0,780.0,780.0,391.0,0.0
SPXW,20230607,True,,576.0,576.0,780.0,780.0,391.0,0.0
SPXW,20230608,True,,612.0,612.0,780.0,780.0,391.0,0.0
SPXW,20230609,True,,780.0,780.0,1364.0,1364.0,391.0,0.0
SPXW,20230612,True,,612.0,612.0,1364.0,1364.0,391.0,0.0
SPXW,20230613,True,,632.0,632.0,1364.0,1364.0,391.0,0.0
SPXW,20230614,True,,652.0,652.0,1364.0,1364.0,391.0,0.0
SPXW,20230615,True,,704.0,704.0,1364.0,1364.0,391.0,0.0
SPXW,20230616,True,,1364.0,1364.0,888.0,888.0,391.0,0.0
SPXW,20230620,True,,696.0,696.0,888.0,888.0,391.0,0.0
SPXW,20230621,True,,664.0,664.0,888.0,888.0,391.0,0.0
SPXW,20230622,True,,656.0,656.0,888.0,888.0,391.0,0.0
SPXW,20230623,True,,888.0,888.0,1512.0,1512.0,391.0,0.0
SPXW,20230626,True,,680.0,680.0,1512.0,1512.0,391.0,0.0
SPXW,20230627,True,,616.0,616.0,1512.0,1512.0,391.0,0.0
SPXW,20230628,False,AssertionError: Greek/IV exact key sets differ,,,,,,
SPXW,20230629,True,,608.0,608.0,1512.0,1512.0,391.0,0.0
SPXW,20230630,True,,1512.0,1512.0,820.0,820.0,391.0,0.0
SPXW,20230703,True,,700.0,700.0,868.0,868.0,391.0,0.0
SPXW,20230705,True,,580.0,580.0,868.0,868.0,391.0,0.0
SPXW,20230706,True,,604.0,604.0,868.0,868.0,391.0,0.0
SPXW,20230707,True,,868.0,868.0,784.0,784.0,391.0,0.0
SPXW,20230710,True,,584.0,584.0,784.0,784.0,391.0,0.0
SPXW,20230711,True,,616.0,616.0,784.0,784.0,391.0,0.0
